mkdir: 313_0.01_fixcache: File exists
_RegisterApplication(), FAILED TO establish the default connection to the WindowServer, _CGSDefaultConnection() is NULL.
('iter : ', 29000000, 'objective : ', 1130264.650000006)
('iter : ', 80000, 'objective : ', 1056434.5199999961)
('iter : ', 90, 'objective : ', 1100239.6400000048)
('iter : ', 100, 'objective : ', 1100215.5200000035)
('iter : ', 90000, 'objective : ', 1054232.5600000028)
('iter : ', 200, 'objective : ', 1100116.8000000117)
('iter : ', 100000, 'objective : ', 1052726.6400000046)
('iter : ', 300, 'objective : ', 1099921.0800000022)
('iter : ', 110000, 'objective : ', 1051250.1999999951)
('iter : ', 400, 'objective : ', 1099710.7600000044)
('iter : ', 120000, 'objective : ', 1050169.4399999946)
('iter : ', 130000, 'objective : ', 1049068.8399999936)
('iter : ', 500, 'objective : ', 1099458.5600000005)
('iter : ', 600, 'objective : ', 1099244.920000003)
('iter : ', 140000, 'objective : ', 1048350.7599999976)
('iter : ', 700, 'objective : ', 1099005.5600000075)
('iter : ', 800, 'objective : ', 1098774.4000000113)
('iter : ', 150000, 'objective : ', 1047364.1200000036)
('iter : ', 900, 'objective : ', 1098589.0800000087)
('iter : ', 160000, 'objective : ', 1046611.0399999968)
('iter : ', 1000, 'objective : ', 1098436.1600000099)
('iter : ', 2000, 'objective : ', 1096754.8400000092)
('iter : ', 170000, 'objective : ', 1045445.3600000103)
('iter : ', 3000, 'objective : ', 1095034.0800000087)
('iter : ', 180000, 'objective : ', 1044856.0000000123)
('iter : ', 4000, 'objective : ', 1093373.2800000012)
('iter : ', 5000, 'objective : ', 1091996.4000000004)
('iter : ', 190000, 'objective : ', 1043996.600000003)
('iter : ', 6000, 'objective : ', 1090626.7600000128)
('iter : ', 200000, 'objective : ', 1043331.1600000018)
('iter : ', 7000, 'objective : ', 1089277.160000005)
('iter : ', 210000, 'objective : ', 1043102.520000002)
('iter : ', 8000, 'objective : ', 1088003.840000001)
('iter : ', 9000, 'objective : ', 1086838.1600000043)
('iter : ', 220000, 'objective : ', 1042412.5200000113)
('iter : ', 230000, 'objective : ', 1042154.5999999989)
('iter : ', 10000, 'objective : ', 1085876.8400000061)
('iter : ', 240000, 'objective : ', 1042045.6000000036)
('iter : ', 20000, 'objective : ', 1077761.879999998)
('iter : ', 31000000, 'objective : ', 1310678.9199999792)
('iter : ', 250000, 'objective : ', 1041788.9200000046)
('iter : ', 30000, 'objective : ', 1072171.0400000073)
('iter : ', 260000, 'objective : ', 1041298.3599999994)
('iter : ', 40000, 'objective : ', 1067737.4400000018)
('iter : ', 31000000, 'objective : ', 1189398.3599999899)
('iter : ', 270000, 'objective : ', 1041018.1600000017)
('iter : ', 50000, 'objective : ', 1064023.8399999961)
('iter : ', 280000, 'objective : ', 1041033.8399999971)
('iter : ', 60000, 'objective : ', 1060901.8800000008)
('iter : ', 290000, 'objective : ', 1040893.7999999948)
('iter : ', 300000, 'objective : ', 1040787.0400000107)
('iter : ', 70000, 'objective : ', 1058121.0000000105)
('iter : ', 310000, 'objective : ', 1040698.0000000093)
('iter : ', 80000, 'objective : ', 1055884.680000003)
('iter : ', 90000, 'objective : ', 1053974.7600000033)
('iter : ', 320000, 'objective : ', 1040907.1200000085)
('iter : ', 100000, 'objective : ', 1052664.7200000074)
('iter : ', 330000, 'objective : ', 1040901.920000009)
('iter : ', 27000000, 'objective : ', 1047486.1239999919)
('iter : ', 110000, 'objective : ', 1050861.1600000036)
('iter : ', 340000, 'objective : ', 1040979.3600000041)
('iter : ', 120000, 'objective : ', 1049411.4800000142)
('iter : ', 350000, 'objective : ', 1040646.8399999982)
('iter : ', 130000, 'objective : ', 1048442.7600000118)
('iter : ', 360000, 'objective : ', 1040502.1200000012)
('iter : ', 140000, 'objective : ', 1047386.4800000126)
('iter : ', 370000, 'objective : ', 1040589.3599999973)
('iter : ', 150000, 'objective : ', 1046362.5600000065)
('iter : ', 380000, 'objective : ', 1040539.4799999995)
('iter : ', 160000, 'objective : ', 1045409.3199999984)
('iter : ', 390000, 'objective : ', 1040324.3599999971)
('iter : ', 30000000, 'objective : ', 1133575.7400000053)
('iter : ', 170000, 'objective : ', 1044821.2000000067)
('iter : ', 400000, 'objective : ', 1040560.6800000006)
('iter : ', 180000, 'objective : ', 1043996.1200000059)
('iter : ', 410000, 'objective : ', 1040281.7199999974)
('iter : ', 190000, 'objective : ', 1043621.5200000167)
('iter : ', 420000, 'objective : ', 1040734.1999999969)
('iter : ', 430000, 'objective : ', 1040948.8400000072)
('iter : ', 200000, 'objective : ', 1043049.2400000083)
('iter : ', 440000, 'objective : ', 1040681.5200000047)
('iter : ', 210000, 'objective : ', 1042605.159999996)
('iter : ', 450000, 'objective : ', 1040744.8000000011)
('iter : ', 220000, 'objective : ', 1042165.2400000035)
('iter : ', 460000, 'objective : ', 1040717.7600000076)
('iter : ', 230000, 'objective : ', 1041343.7600000103)
('iter : ', 470000, 'objective : ', 1040819.2399999989)
('iter : ', 240000, 'objective : ', 1041278.0799999975)
('iter : ', 480000, 'objective : ', 1041237.7200000106)
('iter : ', 250000, 'objective : ', 1040650.2000000078)
('iter : ', 490000, 'objective : ', 1041582.0400000031)
('iter : ', 260000, 'objective : ', 1040553.7200000125)
('iter : ', 500000, 'objective : ', 1041574.959999994)
('iter : ', 270000, 'objective : ', 1040163.4000000036)
('iter : ', 510000, 'objective : ', 1041497.2000000011)
('iter : ', 280000, 'objective : ', 1039971.1600000071)
('iter : ', 520000, 'objective : ', 1041556.0800000043)
('iter : ', 290000, 'objective : ', 1039872.0400000045)
('iter : ', 530000, 'objective : ', 1041673.2800000043)
('iter : ', 300000, 'objective : ', 1039780.6800000051)
('iter : ', 540000, 'objective : ', 1041894.0800000053)
('iter : ', 310000, 'objective : ', 1039652.9599999982)
('iter : ', 32000000, 'objective : ', 1308248.6400000099)
('iter : ', 550000, 'objective : ', 1042014.1600000059)
('iter : ', 320000, 'objective : ', 1039544.0800000001)
('iter : ', 560000, 'objective : ', 1041858.7600000062)
('iter : ', 32000000, 'objective : ', 1192339.5799999959)
('iter : ', 570000, 'objective : ', 1041769.7600000064)
('iter : ', 330000, 'objective : ', 1039566.6799999984)
('iter : ', 340000, 'objective : ', 1039294.9599999976)
('iter : ', 580000, 'objective : ', 1041766.3599999963)
('iter : ', 350000, 'objective : ', 1039608.2800000008)
('iter : ', 590000, 'objective : ', 1041869.0800000008)
('iter : ', 360000, 'objective : ', 1039604.0399999954)
('iter : ', 600000, 'objective : ', 1041943.0400000036)
('iter : ', 370000, 'objective : ', 1039177.1999999997)
('iter : ', 610000, 'objective : ', 1042302.0000000055)
('iter : ', 380000, 'objective : ', 1039228.1200000003)
('iter : ', 620000, 'objective : ', 1042181.4400000055)
('iter : ', 390000, 'objective : ', 1039177.8800000013)
('iter : ', 630000, 'objective : ', 1042205.8400000106)
('iter : ', 400000, 'objective : ', 1039237.2800000024)
('iter : ', 640000, 'objective : ', 1042394.7600000042)
('iter : ', 410000, 'objective : ', 1039291.8399999954)
('iter : ', 650000, 'objective : ', 1042183.0800000115)
('iter : ', 420000, 'objective : ', 1039503.6799999895)
('iter : ', 660000, 'objective : ', 1042235.1600000004)
('iter : ', 430000, 'objective : ', 1039831.5199999975)
('iter : ', 670000, 'objective : ', 1042147.9600000076)
('iter : ', 440000, 'objective : ', 1040017.2400000055)
('iter : ', 680000, 'objective : ', 1042514.8000000024)
('iter : ', 450000, 'objective : ', 1040147.1200000012)
('iter : ', 28000000, 'objective : ', 1047787.6180000042)
('iter : ', 690000, 'objective : ', 1042752.1200000059)
('iter : ', 460000, 'objective : ', 1040255.6000000035)
('iter : ', 700000, 'objective : ', 1042708.9600000064)
('iter : ', 470000, 'objective : ', 1040263.4000000041)
('iter : ', 31000000, 'objective : ', 1137500.0300000124)
('iter : ', 710000, 'objective : ', 1042998.3600000046)
('iter : ', 480000, 'objective : ', 1040505.9599999987)
('iter : ', 720000, 'objective : ', 1043208.2799999968)
('iter : ', 490000, 'objective : ', 1040694.2800000024)
('iter : ', 730000, 'objective : ', 1043301.2400000093)
('iter : ', 500000, 'objective : ', 1040794.9599999944)
('iter : ', 740000, 'objective : ', 1043361.3200000068)
('iter : ', 510000, 'objective : ', 1040844.1200000047)
('iter : ', 750000, 'objective : ', 1043355.4400000082)
('iter : ', 520000, 'objective : ', 1040948.2400000015)
('iter : ', 760000, 'objective : ', 1043477.2400000016)
('iter : ', 530000, 'objective : ', 1040985.040000004)
('iter : ', 770000, 'objective : ', 1043812.2000000036)
('iter : ', 540000, 'objective : ', 1041115.1600000043)
('iter : ', 780000, 'objective : ', 1044065.1200000076)
('iter : ', 550000, 'objective : ', 1041336.000000002)
('iter : ', 790000, 'objective : ', 1044344.000000002)
('iter : ', 560000, 'objective : ', 1041364.3600000017)
('iter : ', 800000, 'objective : ', 1044195.520000007)
('iter : ', 570000, 'objective : ', 1041493.8399999965)
('iter : ', 810000, 'objective : ', 1044347.5999999957)
('iter : ', 580000, 'objective : ', 1041737.2399999985)
('iter : ', 820000, 'objective : ', 1044429.7199999972)
('iter : ', 590000, 'objective : ', 1042025.7600000058)
('iter : ', 830000, 'objective : ', 1044538.5999999971)
('iter : ', 600000, 'objective : ', 1042054.0000000005)
('iter : ', 840000, 'objective : ', 1044573.519999984)
('iter : ', 33000000, 'objective : ', 1309786.1199999964)
('iter : ', 610000, 'objective : ', 1042115.4799999946)
('iter : ', 850000, 'objective : ', 1044523.1199999945)
('iter : ', 620000, 'objective : ', 1042058.6400000002)
('iter : ', 860000, 'objective : ', 1044752.5600000035)
('iter : ', 630000, 'objective : ', 1042256.2799999996)
('iter : ', 33000000, 'objective : ', 1195535.0800000031)
('iter : ', 870000, 'objective : ', 1044969.9999999979)
('iter : ', 640000, 'objective : ', 1041997.6399999917)
('iter : ', 880000, 'objective : ', 1045495.7199999953)
('iter : ', 650000, 'objective : ', 1042251.9600000036)
('iter : ', 890000, 'objective : ', 1045350.1600000068)
('iter : ', 660000, 'objective : ', 1042361.0399999983)
('iter : ', 900000, 'objective : ', 1045431.6399999959)
('iter : ', 670000, 'objective : ', 1042139.0799999963)
('iter : ', 910000, 'objective : ', 1045806.5200000037)
('iter : ', 680000, 'objective : ', 1042120.4399999984)
('iter : ', 920000, 'objective : ', 1046157.4000000013)
('iter : ', 690000, 'objective : ', 1042051.8400000007)
('iter : ', 930000, 'objective : ', 1045982.4399999995)
('iter : ', 940000, 'objective : ', 1046095.0399999908)
('iter : ', 700000, 'objective : ', 1042023.1200000057)
('iter : ', 950000, 'objective : ', 1046103.0799999974)
('iter : ', 710000, 'objective : ', 1042046.6000000006)
('iter : ', 720000, 'objective : ', 1042213.1600000061)
('iter : ', 960000, 'objective : ', 1046419.0799999997)
('iter : ', 730000, 'objective : ', 1042447.4399999953)
('iter : ', 970000, 'objective : ', 1046427.8800000064)
('iter : ', 740000, 'objective : ', 1042447.24)
('iter : ', 980000, 'objective : ', 1046220.9200000004)
('iter : ', 750000, 'objective : ', 1042973.0799999951)
('iter : ', 990000, 'objective : ', 1045976.7599999947)
('iter : ', 760000, 'objective : ', 1042985.960000008)
('iter : ', 770000, 'objective : ', 1043194.6800000028)
('iter : ', 780000, 'objective : ', 1043438.8399999958)
('iter : ', 790000, 'objective : ', 1043961.999999999)
('iter : ', 32000000, 'objective : ', 1140019.9599999927)
('iter : ', 800000, 'objective : ', 1044051.4799999944)
('iter : ', 1000000, 'objective : ', 1046150.7199999996)
('iter : ', 810000, 'objective : ', 1043977.7999999974)
('iter : ', 29000000, 'objective : ', 1047958.4720000002)
('iter : ', 820000, 'objective : ', 1044012.3599999964)
('iter : ', 830000, 'objective : ', 1044071.2399999953)
('iter : ', 1100000, 'objective : ', 1047180.400000005)
('iter : ', 840000, 'objective : ', 1044101.2799999933)
('iter : ', 850000, 'objective : ', 1044011.8800000084)
('iter : ', 860000, 'objective : ', 1043954.599999998)
('iter : ', 870000, 'objective : ', 1044005.3600000042)
('iter : ', 1200000, 'objective : ', 1047335.6800000037)
('iter : ', 880000, 'objective : ', 1044057.9600000073)
('iter : ', 890000, 'objective : ', 1044495.0799999984)
('iter : ', 900000, 'objective : ', 1044236.7200000089)
('iter : ', 910000, 'objective : ', 1044194.279999999)
('iter : ', 34000000, 'objective : ', 1318584.7200000093)
('iter : ', 920000, 'objective : ', 1044252.7600000115)
('iter : ', 1300000, 'objective : ', 1048053.839999993)
('iter : ', 930000, 'objective : ', 1044512.1200000008)
('iter : ', 940000, 'objective : ', 1044557.720000012)
('iter : ', 34000000, 'objective : ', 1196890.2399999942)
('iter : ', 950000, 'objective : ', 1044889.7600000127)
('iter : ', 960000, 'objective : ', 1044754.0800000082)
('iter : ', 1400000, 'objective : ', 1049571.1600000064)
('iter : ', 970000, 'objective : ', 1044915.3200000032)
('iter : ', 980000, 'objective : ', 1044897.1600000001)
('iter : ', 990000, 'objective : ', 1044963.9200000011)
('iter : ', 1500000, 'objective : ', 1052058.4400000079)
('iter : ', 1000000, 'objective : ', 1045046.9200000115)
('iter : ', 1600000, 'objective : ', 1054346.2400000137)
('iter : ', 1100000, 'objective : ', 1046927.2000000014)
('iter : ', 1700000, 'objective : ', 1056263.6000000054)
('iter : ', 1200000, 'objective : ', 1048459.28)
('iter : ', 33000000, 'objective : ', 1142062.6799999916)
('iter : ', 1800000, 'objective : ', 1058491.3200000087)
('iter : ', 30000000, 'objective : ', 1048403.7799999977)
('iter : ', 1300000, 'objective : ', 1049875.2399999979)
('iter : ', 1900000, 'objective : ', 1060138.8800000034)
('iter : ', 1400000, 'objective : ', 1051594.1600000064)
('iter : ', 2000000, 'objective : ', 1062264.9200000009)
('iter : ', 35000000, 'objective : ', 1329652.3200000094)
('iter : ', 1500000, 'objective : ', 1052532.2400000198)
('iter : ', 35000000, 'objective : ', 1199065.3800000073)
('iter : ', 2100000, 'objective : ', 1063321.960000016)
('iter : ', 1600000, 'objective : ', 1054979.3200000117)
('iter : ', 2200000, 'objective : ', 1065107.1200000015)
('iter : ', 1700000, 'objective : ', 1056246.5199999884)
('iter : ', 2300000, 'objective : ', 1067332.6000000061)
('iter : ', 1800000, 'objective : ', 1058106.5199999935)
('iter : ', 2400000, 'objective : ', 1069215.6400000013)
('iter : ', 1900000, 'objective : ', 1060800.8800000034)
('iter : ', 2500000, 'objective : ', 1071719.160000006)
('iter : ', 34000000, 'objective : ', 1142784.4600000065)
('iter : ', 2000000, 'objective : ', 1063316.7199999951)
('iter : ', 2600000, 'objective : ', 1074518.3999999985)
('iter : ', 2100000, 'objective : ', 1065243.080000008)
('iter : ', 2700000, 'objective : ', 1076727.4000000046)
('iter : ', 31000000, 'objective : ', 1048802.9980000108)
('iter : ', 36000000, 'objective : ', 1342717.0800000057)
('iter : ', 2200000, 'objective : ', 1068389.0800000019)
('iter : ', 2800000, 'objective : ', 1079124.7200000172)
('iter : ', 36000000, 'objective : ', 1202424.8200000145)
('iter : ', 2300000, 'objective : ', 1070926.7199999979)
('iter : ', 2900000, 'objective : ', 1082027.9200000013)
('iter : ', 2400000, 'objective : ', 1072538.8800000022)
('iter : ', 3000000, 'objective : ', 1084919.5200000098)
('iter : ', 2500000, 'objective : ', 1074911.4000000111)
('iter : ', 3100000, 'objective : ', 1088075.0800000057)
('iter : ', 2600000, 'objective : ', 1077497.8400000066)
('iter : ', 3200000, 'objective : ', 1092278.5200000058)
('iter : ', 2700000, 'objective : ', 1079767.0800000133)
('iter : ', 3300000, 'objective : ', 1095841.6400000083)
('iter : ', 35000000, 'objective : ', 1143018.6099999885)
('iter : ', 2800000, 'objective : ', 1081569.7200000063)
('iter : ', 3400000, 'objective : ', 1099226.400000019)
('iter : ', 2900000, 'objective : ', 1084143.7599999919)
('iter : ', 3500000, 'objective : ', 1102091.4000000099)
('iter : ', 37000000, 'objective : ', 1359829.3200000008)
('iter : ', 3000000, 'objective : ', 1085758.3999999971)
('iter : ', 32000000, 'objective : ', 1049329.3939999994)
('iter : ', 3600000, 'objective : ', 1104310.5200000159)
('iter : ', 37000000, 'objective : ', 1204599.9599999958)
('iter : ', 3700000, 'objective : ', 1106539.2000000081)
('iter : ', 3100000, 'objective : ', 1087763.3600000006)
('iter : ', 3800000, 'objective : ', 1107897.3999999973)
('iter : ', 3200000, 'objective : ', 1089741.2000000025)
('iter : ', 3900000, 'objective : ', 1110687.400000006)
('iter : ', 3300000, 'objective : ', 1092060.8799999934)
('iter : ', 4000000, 'objective : ', 1112680.4400000074)
('iter : ', 3400000, 'objective : ', 1094777.96)
('iter : ', 4100000, 'objective : ', 1114206.1599999894)
('iter : ', 3500000, 'objective : ', 1097372.4399999937)
('iter : ', 36000000, 'objective : ', 1142406.3099999931)
('iter : ', 3600000, 'objective : ', 1100507.8399999964)
('iter : ', 4200000, 'objective : ', 1115163.1199999959)
('iter : ', 38000000, 'objective : ', 1372122.2399999816)
('iter : ', 3700000, 'objective : ', 1102593.0000000121)
('iter : ', 4300000, 'objective : ', 1115290.9199999925)
('iter : ', 38000000, 'objective : ', 1209094.3799999841)
('iter : ', 3800000, 'objective : ', 1104630.4799999907)
('iter : ', 4400000, 'objective : ', 1115765.4400000079)
('iter : ', 33000000, 'objective : ', 1049532.8700000136)
('iter : ', 3900000, 'objective : ', 1106530.2400000051)
('iter : ', 4500000, 'objective : ', 1115741.8000000101)
('iter : ', 4000000, 'objective : ', 1109667.920000012)
('iter : ', 4600000, 'objective : ', 1115435.2800000098)
('iter : ', 4100000, 'objective : ', 1111111.2000000067)
('iter : ', 4700000, 'objective : ', 1115127.3999999976)
('iter : ', 4200000, 'objective : ', 1112606.1200000234)
('iter : ', 4800000, 'objective : ', 1116134.5599999989)
